timestamp,solar_wind_speed,proton_density,bx,by,bz,plasma_temp,kp_index,dst_index,xray_flux,ae_index,f107_index,ap_index,speed_pressure
2015-01-01 00:00:00,499.67141530112326,1.9375501486782718,-1.9178376438018339,1.3553883857664402,0.6488006537247955,111767.22425946912,2.3012164510226647,-14.991971878442683,1.1642285440907816e-07,75.72993573822251,169.92408832256262,3.715844801326325,968.1384250069739
2015-01-01 01:00:00,436.1735698828815,0.5436040781929311,-4.112271249856443,-1.5875205795111504,5.5951362988763895,112344.92544465317,2.5992904716667846,-23.759204264680843,2.4168543080171116e-07,173.0856514574068,68.65236549899677,10.054333454931463,237.1057313883038
2015-01-01 02:00:00,514.7688538100692,0.3725809066205044,2.008007556266239,4.163414160252632,-3.7447640849050847,54147.45544490587,2.8411645852920824,-18.058966572178754,1.7287017003742898e-07,10.403768174366945,87.96178233253269,30.114831323446136,191.7930462525535
2015-01-01 03:00:00,602.3029856408025,0.49510315355051493,-6.8274502487722,-2.950243896631249,-1.9752207550497751,76506.10595570186,0.7761242091563871,-9.837512114164285,2.6560049228567215e-08,66.12636169884955,108.91824001205187,6.628185811932838,298.2021075836518
2015-01-01 04:00:00,426.5846625276664,4.371779118664843,-1.0713577302732447,-5.192768060212092,-7.341249396251149,94866.75847011044,0.78855092696851,-34.716208446211056,1.031903269077697e-07,95.17149307622032,133.64004116086903,21.37052236470888,1864.9339199811411
2015-01-01 05:00:00,426.58630430508197,0.26522242797784445,-10.214524062594393,3.2492847645839182,5.611275129032419,47893.80679750752,0.25290688877218004,12.951228966296448,1.1126067868046908e-07,12.528113292855597,121.51971992535879,21.907537491720745,113.14025536988945
2015-01-01 06:00:00,607.9212815507392,2.0543500035317086,-5.345609693433054,-1.624649053934253,2.0130326474107765,31164.841843006416,2.2221394758884765,-1.1090643330160255,1.7240640960689915e-07,86.99247538959555,100.4145172895452,13.496756355450357,1248.8830869007618
2015-01-01 07:00:00,526.7434729152909,6.995878895743366,-3.508535753789698,-1.266084056014738,6.586760111427708,84512.47832086285,2.0046926883070277,-18.37557991465771,2.419156455737358e-07,71.16345688033991,65.0,4.709742715812959,3685.033545638651
2015-01-01 08:00:00,403.05256140650476,1.7431665841683894,4.386896830517137,-2.5077625422042855,1.229180418880257,93731.89527016816,0.15762368821625997,28.57738094612334,6.037919889294371e-09,25.194702997294034,111.57833099556261,10.485449284568734,702.587756707297
2015-01-01 09:00:00,504.25600435859644,7.204979435841757,2.7524320976170755,-1.8912695822163352,6.618253291147902,87084.95366254088,0.03050951528721489,-22.539158841124284,9.926090034592827e-09,29.755891745026013,113.9966149121159,20.115530153919487,3633.154141803419
2015-01-01 10:00:00,403.65823071875377,6.841624677460921,-2.2157387353689693,5.612133710107463,-4.4837347456786905,49658.536485903154,4.546104526048444,23.73209789395746,1.000684866927325e-08,9.014534665398049,105.26542141099269,15.250205511225877,2761.6781125456396
2015-01-01 11:00:00,808.8131549726631,1.4106683509357913,2.917479180519003,6.649995063134669,-36.815054208717996,128226.74687839493,7.4058543778078185,-231.27215433858024,1.1781371990301609e-07,1922.3965327999888,160.07025146442606,389.16985721221283,569.1017355760374
2015-01-01 12:00:00,474.1962271566034,6.524902556316104,3.550491853521587,7.179914544578437,-2.3868895647218418,69018.67362605305,1.4857080300405552,3.9399304434109936,2.6343999816742737e-07,16.056758981888674,112.07676874697006,17.12603519338035,3094.0841747695736
2015-01-01 13:00:00,258.6719755342202,6.8872011399459785,-0.6426593934988861,4.36048248471005,0.015191618101461751,33732.101033629275,0.9067199071804963,-24.17785124257814,8.725529022219576e-08,155.56977006535203,163.3770062451568,14.686997302222766,1781.5259247713598
2015-01-01 14:00:00,277.5082167486967,2.5329557230960416,-5.537512576854761,1.8650850390929508,4.370133079962082,26955.867490524906,2.25365914907244,-61.74188221527982,8.390528149865229e-08,220.43054598222054,135.10747550223033,1.105311029291821,702.9160258197882
2015-01-01 15:00:00,393.77124707590275,1.1812736656062248,-0.831649240264457,-5.729142367732453,13.967047457687158,51606.49894176303,0.13772684482014436,-3.017524507013306,1.8314990054127592e-07,27.58960255680224,136.54711760544765,2.6526154602849594,465.1516044436861
2015-01-01 16:00:00,348.71688796655764,3.683101001512386,-0.3915696206885453,-0.7500988116013989,9.726562133701293,66997.17712690678,1.7203191213098763,-44.69810746150425,4.861758438228675e-07,30.155240730254835,145.62819893542112,14.710832561580638,1284.3595193139108
2015-01-01 17:00:00,481.4247332595274,12.716764464987051,-4.929817563320904,8.62701795449475,5.4860768097154295,51845.68080577907,1.4315441078344038,-30.317432338290967,2.844974237634775e-07,13.136869025823161,130.91416818748078,11.583960258396527,6122.164940480628
2015-01-01 18:00:00,359.1975924478789,5.1029359085884884,1.4681871717198716,-1.7424863150106167,-3.272267727209675,162231.75842297706,2.882059342893353,-13.104567011927857,9.335175908277018e-08,77.84389634173901,108.1879611417471,3.8698167890014514,1832.9622927808146
2015-01-01 19:00:00,308.76962986647084,0.9492843663376032,1.1192474172094213,6.0565778990891,0.941987945757527,73276.2455055686,1.0964141830847383,-31.044026908058637,5.989758835691665e-07,333.01483522443897,134.4612807155335,6.001930075933735,293.11018243208906
